date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
12/23/2017,"12 Days of CrossFit","QoD: What are you grateful for this Holiday Season?- Metcon: This workout will be done with a partner but work is not split. One athlete completes the work as its written while the other athlete rests going back and fourth. This workout is also performed like the ""12 Days of X-Mas"" ie. 1 Deadlift, 2 Power Cleans, 1 Deadlift, 2 Power Cleans, 3 Thrusters, 1 Deadlift, 2 Power Cleans, 3 Thrusters, 4 Alt. Pistols and so on.""12 Days of CrossFit"", performed with a partner:1 Deadlift (135, 95) (12 reps)2 Power Cleans (135, 95) (22 reps)3 Thrusters (135, 95) (30 reps)4 Alternating Pistols (36 Reps)5 C2B Pull-ups (40 Reps)6 KBS (70, 53) (42 Reps)7 Wallballs (20, 14) (42 reps)8 Push Jerk (135, 95) (40 reps)9 Box Jumps (30, 24) (36 reps)10 T2B (30 reps)11 Bar Facing Burpees (22 reps)12 Ring Muscle-ups (or 12 Squat Clean Thrusters 135, 95)*One person works, but work is NOT split.*40:00 CapRx+:(155, 105)L3: (115, 75) (Post Pistols) (Regular Pull-ups) (53, 35)L2: (95, 65) (Box Pistols) (BA Pull-ups) (45, 30) (14, 10) (24, 20) (Knee lifts)L1: (75, 55) (Box Pistols) (Ring Rows) (35, 25) (10, 8) (20, 15) (Knee Lifts) (Regular Burpees)",2400,"40:00","Time","","[{""secs"":0,""mins"":40}]","DNF. STOPPED AT 10. ",SCALED,
12/26/2017,"Strength","QoD: When people come to you for help, what do they usually want help with?- Strength: Todays session is intended to be more technique based and neurological warm-up for the Metcon. You are resting between each rep and resetting.1a) Power Clean: 4-5 x 3, up to a heavy 1.1.1 (5s). Rest 60s.- 1.1.1 (5s) = drop bar between reps and reset up.- Adv: Build to 85% of 1RM.- Int: Build to 75% of 1RM.- Beginner: Technique Work1b) Wallballs: 4 x 5. Use a heavier medball than usual. Rest 60s.",165,"165","Other / Text","","[{""other"":""165""},{""other"":""165""}]","Skipped wallballs. Knee is still a little dicey",RX,
12/26/2017,"Open 11.5","- Metcon: Benchmark Open WOD. This workout (as with most open WODs) is about pacing and staying consistent with work/rest. Power Cleans should be light, but should be done in singles if needed to keep heart-rate down.Complete as many rounds and reps as possible in 20 minutes of:• 5 Power cleans 135/95• 10 Toes to bar• 15 Wall balls 20,14L3: (115, 75)L2: (95, 65) (Knee Lifts) (14, 10)L1: (75, 55) (Knee Lifts) (10, 8)Scaling Options:– Sub Touch n Go Deadlifts with a light to moderate weight for Power Cleans.",7.006,"7+6","Rounds + Reps","","[{""rnds"":7,""reps"":6}]","135 but subbed push press for the wall balls.  ",SCALED,PR
12/27/2017,"Strength/Skill","QoD: What do you wish you knew more about?- Strength: Spend some time working on Handstands today either with HSPU or getting comfortable kicking up and performing a hold. We are accumulating volume today with wide-grip pull-ups. Wide-grip develops lats/rhomboids. You can accumulate this volume however you see fit. One option would be to perform 3 x 4-5 at bodyweight and then 3 x 3-4 adding weight.1) Handstand Push-ups: Accumulate Volume. Rest 2:00 between sets.- There is no set reps/sets, but sets should be challenging, so reps should be between 2-5 per set.- Adv: 30-40 Reps Strict- Int: 20-30 Reps Kipping- Beg: Handstand Hold x 10-20s or 20 Shoulder Taps- Newbie: 5 x 5-6 Neutral Grip Seated DB Shoulder Press.2) Wide Grip Pull-ups: Accumulate 25 Reps. Rest 60s.- There is no set reps/sets, but sets should be challenging, so reps should be between 2-5 per set.Options:- Add weight each set- Bodyweight- Partner Assisted3a) 1-Arm KB Rows: 3 x 10 each. Rest 60s.3b) Roll Back Tricep Extensions: 3 x 12-15. Rest 60s.Extra Credit AMRAP 5:10 BB Curls20s of Wheels on the Bus10 Serratus Cruches",35,"35","Other / Text","","[{""other"":""35""},{""other"":""35""},{""other"":""35""},{""other"":""35""}]","",SCALED,
12/28/2017,"GPP","AMRAP 10:50 Foot Bottoms-up KB Carry each (light)100 Foot Single Arm Farmer Carry each (heavy)Plank Complex (side + elbow + side x 10s-10s-10s)Extra Credit ""Cooldown""10:00 of Zone 1 Work ie. row, bike or ski erg*Every minute complete: 10 Deadbugs",70,"70","Load","","[{""success"":true,""load"":70},{""success"":true,""load"":70}]","",RX,
12/28/2017,"Metcon","QoD: What would be your first question after waking up from being cryogenically frozen for 100 years?- Metcon: On paper this probably doesnt look too bad because in theory you should have at least 35-40s of rest each set. Maintaining those intervals is the challenge today with your score being slowest split. Dont go out too fast!EMOM 20:Run 100 Meters (50m out/50m Back)*Alternate OptionsRow 100 MetersSki Erg x 20sAssault Bike x 20sSledpush x 20s",19,"0:19","Time","","[{""secs"":19,""mins"":0}]","",RX,
12/29/2017,"Double Jump","- Metcon: Benchmark workout that will challenge your lungs and mental capacity. Dont overpace and try to push outside of your comfort zone today.""Double Jump""5 RFT:50 DUs20 KBS (53, 35)10 Burpee Box Jumps (24, 20)L2: (30 DU) (45, 25)L1: (50 Singles) (35, 25) (Burpees no box)18:00 Cap*Compare to 4/26 & 7/17",935,"15:35","Time","","[{""secs"":35,""mins"":15}]","Singles 😒",SCALED,
12/29/2017,"Strength","QoD: What are some small things that make your day better?- Strength: Technique work on Sumo Deadlift today, building to a challenging set. We are going to see this next month done for speed work off the floor so today will be a good indicator of where youre at. Reset on each rep and really work on refining technique, fast hips.C) Strength/Skill (15:00 - 35:00)Sumo Deadlift off 2"" mats or plates: Build to a heavy ""technical"" single in 8-10 sets. Rest 2-3:00.- use 2"" mats or 25# plates so bar is slightly elevated off floor.- Sets may look something like 3,3,2,1,1,1....- Beginner: 5 x 5 with a medium weight. Reset between reps. Rest 90s-2:00.",245,"245","Load","","[{""success"":true,""load"":245}]","",RX,
12/30/2017,"2017","QoD: What was your favorite moment from 2017?- Metcon: Come up with the best strategy to get through the listed work in the shortest time. Your scaling choice should allow for sets of 10 on thrusters and sets of 5 on pull-ups. How you divide rowing will be the difference maker.""2017""With a partner for time:Row 2017 Meters100 Thrusters (95, 65)100 Pull-upsRow 2017 MetersRx+:(115, 75) (C2B Pull-ups)35:00 Cap",1925,"32:05","Time","","[{""secs"":5,""mins"":32}]","",SCALED,
01/02/2018,"Clean & Jerk 1x1","Clean & Jerk for load: #1: 1 rep",175,"175","Load","Clean & Jerk","[{""success"":true,""load"":175}]","",RX,
01/02/2018,"Back Squat 1x1","Back Squat for load: #1: 1 rep",255,"255","Load","Back Squat","[{""success"":true,""load"":255}]","",RX,
01/08/2018,"Strength","QoD: Do you use an actual clock or your phone for your morning alarm?Strength: Work up to a challenging set of 5, but with perfect form in the Goodmorning. This is not a movement we do regularly with a BB so be conservative with weight choices.20 mins1) Goodmorning: 5 x 5, adding weight if form permits. Rest 90s.2) Squat Clean: Work up to desired weight to use used in metcon performing sets of 1-2 reps per set. Rest 60s.",115,"115","Load","","[{""success"":true,""load"":115}]","",RX,
01/08/2018,"Zoro","- Metcon: We are looking for AMRAP 1/AMRAP 2 to be close in score. Loading should be slightly heavier today. Record total squat cleans completed today for your score.""Zoro""In a 5:00 Window:Row 750 MetersRemaining time: Squat Cleans (155, 105)Rest 5:00 + RepeatL3: (135, 95)L2: (115, 75)L1: (95, 65)Beginner Option:In 5:00 WindowRow 500mRemaining time AMRAP:5 Squat Thrusts8 Goblet Squats (45, 25)Rest 5:00 + Repeat*Score = total squat cleans completed",20,"20","Reps","","[{""reps"":20}]","Taking it easy On the sore wrist only 95lbs. ",SCALED,
01/09/2018,"Filthy Fifty","QoD: What do you consider to be your best find?- Metcon: ""The Filthy Fifty"" is all about pacing. Id recommend going slower than you think. Keep in mind this workout ends with burpees/wallballs which are global movements and the most demanding aspects of this workout.• 50 Box jump, 24/20• 50 Jumping pull-ups• 50 Kettlebell swings, 35/26• Walking Lunge, 50 steps• 50 Knees to elbows• 50 Push press, 45/35• 50 Back extensions or Supermans• 50 Wall ball shots, 20/14• 50 Burpees• 50 Double unders L2: (40 Reps per movement)L1: (30 reps per movement)35:00 Cap*Compare to: 10/17, 7/22, 5/23",1777,"29:37","Time","","[{""secs"":37,""mins"":29}]","",SCALED,
01/10/2018,"Strength","QoD: What would be your ideal way to spend the weekend?Spend 20 mins3 Position Snatch Skill Work6 x 1 + 1 + 1 @50-60%. Rest 2:00- high hang + hang + below the knee.- Same skill work done as last Thursday, but try to go slightly heavier today.",95,"95","Load","","[{""success"":true,""load"":95}]","",RX,
01/10/2018,"Metcon","3 Rounds of:10 Strict Pull-ups20 SDHP (53, 35)Run 400 MetersRest 90sL2: (45, 25) (Band Assisted Chin-ups)L1: (35, 25) (10-15 Ring Rows per round)Alternate Options400m Run = 500m Row, 60s Bike or Ski Erg, 90s Farmer Carry (70, 53)*Score = total time including rest20:00 Minute Cap",833,"13:53","Time","","[{""secs"":53,""mins"":13}]","",RX,
01/12/2018,"Strength/Skill","QoD: What’s the best single day on the calendar?Spend 20 mins1) EMOM 4: 2 Squat Clean + Jerk @80% of Last Monday.Rest 90s between EMOMs + add weight to bar2) EMOM 3: 1 Squat Clean + Jerk @90% of 1RM.3) Take 8 minutes and Warm-up Metcon Movements:Beginner Strength Option:1) Front Squat + Push Press: 5 x 3 + 3. Rest 90s.- Work to a challenging set of 3 Front Squat + 3 Push Press.2) Work on Power cleans for reminder of time. Rest 60s.",155,"155","Load","","[{""success"":true,""load"":135},{""success"":true,""load"":155}]","",RX,
01/12/2018,"Open 14.1","Complete as many reps as possible in 10 minutes of:• 30 double-unders• 75/55# power snatches, 15 repsL3: (Clean and Jerk 75,55)L2: (15 Double Unders) (Clean and Jerk 65,45)L1: (30 Single Unders) (Clean and Jerk 55, 35)Beginner:AMRAP 10:30 Single Unders20 Mountain Climbers10 DB Push Press (neutral grip, light)*Compare to 6/16, 9/29",192,"192","Reps","","[{""reps"":192}]","Singles ",SCALED,
01/15/2018,"Front Pause Squat 1x2","QoD: What’s your favorite genre of book or movie?Front Pause Squat for load: #1: 2 repsSpend 20 mins1) Paused Front Squat: Work up to a 2RM. Rest 2:00- 3 One Thousand Pause at the bottom of each rep- If you have chains or bands, use them.- Beginner: Perform sets of 5 working on perfect technique. Add weight only if form permits. Rest 90s between sets.2) Spend 5:00 warming up pull-ups and setting up scaling for the Metcon.",180,"180","Load","Front Pause Squat","[{""success"":true,""load"":180}]","",RX,
01/15/2018,"Metcon","Every 4:00 x 5 Sets:6 Deadlifts (225, 155)9 Pull-ups12 Goblet Squats (53, 35)Rx+:(255, 165) (C2B Pull-ups)L3: (185, 125) (6 Pull-ups per round) (45, 25)L2: (155, 105) (Band Assisted Pull-ups) (35, 25)L1: (135, 95) (Ring Rows) (30, 20)",67,"1:07","Time","","[{""secs"":9,""mins"":1},{""secs"":8,""mins"":1},{""secs"":7,""mins"":1},{""secs"":10,""mins"":1},{""secs"":14,""mins"":1}]","",RX,
01/18/2018,"Partner Metcon","- Metcon: We are looking for consistency so keep in mind even though youre getting 1:1 work/rest if you go out too hard too early, youll likely be in for a rough workout. Score = total cals + total TGU between teams.AMRAP 20 w. a partner:60s Row for Max Calories*1 Athlete rows 60s Max Cals while their partner rest for 60s.(60s Transition between AMRAPs)Then,AMRAP 4 w. same partner:Turkish Get-ups (53, 35)*1 Athlete completes a rep on each side then alternates.*Score = total calories + total TGUAlternate Options:Rowing = 200m Run, Assault Bike, 60s Sledpush (moderate) or Ski ErgThe score = total number of calories + total number of TGUs between both athletes.",293,"293","Reps","","[{""reps"":293}]","",SCALED,
01/19/2018,"Custom Workout","QoD: What food did you hate most growing up?- Strength: For the next two weeks we are going to perform Sumo Deadlifts with two different loading parameters. The goal for both is to be explosive but efficiently with hip drive.Spend 20 mins1) Sumo Deadlift: 6 x 2 for Speed @70%, every 60s then 3 x 2 @80% for Speed-Strength, every 60s.- Reset on each rep.- Beginner: 5 x 5, focusing on perfect execution. Rest 90s.2) Power Snatch + Overhead Squat: Work up to EMOM weight in 3-4 sets. Rest 60s.",285,"285","Load","","[{""success"":true,""load"":255},{""success"":true,""load"":285}]","",RX,
01/19/2018,"Metcon","- Metcon: All rounds today should be manageable in which youll be to get in some good work cycling the barbell with small rest intervals after each set. Use a load that is challenging but capable of staying away from bad movement patterns.EMOM 10:3 Touch N Go Power Snatches (135, 95)4 Overhead Squats (135, 95)Rx+:(4 Power Snatch + 6 OHS)L3: (115, 75)L2: (95, 65)L1: (75, 55)Beginner Scaling Option #1:3 Touch N Go Power Cleans (135, 95)4 Front Squats (135, 95)Beginner Scaling Option #2:5 Russian Swings (53, 35)7 Goblet Squats (53, 35)",70,"70","Reps","","[{""reps"":70}]","",SCALED,
01/20/2018,"HSN Anniversary WoD","Start this work out on the month you joined the gym. If you dont remember, start on your birth month. The number of reps = the number of days in that month. There are a total of 365 reps. For time.Jan = 31 Air SquatsFeb = 28 Push UpsMar = 31 Box Jumps/Step Ups 24, 20Apr = 30 Pull Ups/Jumping Pull UpsMay = 31 Hollow RocksJun = 30 Cal RowJul = 31 KBS 53, 35Aug = 31 Sit UpsSep = 30 DB Snatches 50, 35 (R/L = 2)Oct = 31 Ring RowsNov = 30 Lunges (R/L = 2)Dec = 31 Burpees",1417,"23:37","Time","","[{""secs"":37,""mins"":23}]","",RX,
01/22/2018,"Strength","QoD: What was the best book or series that you’ve ever read?- Strength: Take 5-6 sets and build to a heavy single. Shoot for 80% of your 1RM clean and jerk if known.Spend 20 mins1) Squat Clean Thruster: Build to a heavy Single in 10:00. 60s-90s between sets.2) Pull-up Warm-up/Skill Work: Spend 5 Minutes warming up or working on your technique with whatever pull-up variation you use ie. butterfly, kipping, band assisted. Rest as needed.",165,"165","Other / Text","","[{""other"":""165""},{""other"":""165""}]","",RX,
01/22/2018,"Fran","- Metcon: We would rather you overscale today and move faster as opposed to going slower. This workout is intended to be highly anaerobic so scaling needs to be on point. Most athletes underestimate how fast their pull-ups fail.21-15-9 reps for time of:• Thruster 95/65#• Pull-upsL3: (75, 55)L2: (65, 35) (BA Pull-ups)L1: (45, 25) (Ring Rows)8 Min Cap*Compare to June 26th",338,"5:38","Time","","[{""secs"":38,""mins"":5}]","95# with a side of jumpers. ",SCALED,PR
01/24/2018,"Skills","QoD: When you are old, what do you think children will ask you to tell stories about?- Strength: Todays strength work should allow you to get some exposure to Rope Climb/HSPU volume, but make sure you choose an option that best aligns with your ability/goals.1) Rope Climb: 5 x 1-2. Rest 90s.- Adv: Legless- Int: Legs- Beg: Ring Rows w. pause at top: 4 x 8.2) Handstand Push-up: 5 x 4-6. Rest 90s.- Adv: Strict or Deficit- Int: Shoulder Press: 5 x 5- Beg: DB Shoulder Press: 4 x 8",5,"5","Other / Text","","[{""other"":""5""},{""other"":""5""}]","",RX,
01/24/2018,"Metcon","- Metcon: Shoot for an 80-85% pace today, where youre able to hit your rows UB. If youre unable to complete 30 Double Unders UB then consider using a scaling option.4 Rounds for total time:30 Double Unders20 Walking Lunges (BW)10 Barbell Rows (135, 95)2 Wall ClimbsRest 90s.Rx+:(Hang Power Snatch in Place of Barbell Rows 115, 75) (10/8 HSPU per Round in place of Wall Climbs)L3: (20 Double Unders) (115, 75)L2: (40s Double Under Attempts) (95, 65)L1: (50 Single Unders) (75, 55)18:00 Cap (including rest)",702,"11:42","Time","","[{""secs"":42,""mins"":11}]","",SCALED,
01/26/2018,"Strength","QoD: What animal would be cutest if scaled down to the size of a cat?- Strength: Last week of Speed work the Sumo DL. Remember that we perform Sumo DL to develop hips/hamstrings so make sure your stance is wide enough to have a vertical shin. Similar format to last week with slightly heavier loads.20 mins1) Sumo Deadlift: 5 x 2 for Speed @75%, every 60s then 4 x 1 @85% for Speed-Strength, every 60s.- Reset on each rep- Beginner: 5 x 5, focusing on perfect execution. Try to go heavier than last week. Rest 90s.2) Hang Power Cleans: 3 x 3 building to Metcon weight. Rest 60s.",265,"265","Load","","[{""success"":true,""load"":265}]","",RX,
01/26/2018,"Fight Club","- Metcon: Benchmark workout. If you performed this last time hopefully you know where you can improve to beat for your old score. If not, break your sets early and stay away from redlining.""Fight Club""For total time:50 Deadlifts (135, 95)25 Bar Facing BurpeesRest 2:0040 Front Squats (135, 95)20 Bar Facing BurpeesRest 2:0030 Hang Power Cleans (135, 95)15 Bar Facing BurpeesL3: (115, 75)L2: (95, 65)L1: (75, 55)*Beginner OptionSub Deadlifts for Hang Power Cleans18:00 Cap (Including 4:00 of rest)",1080,"18:00","Time","","[{""secs"":0,""mins"":18}]","105lbs",SCALED,
01/27/2018,"Metcon","QoD: When did something start out badly for you but in the end, it was great?In Teams of 3AMRAP 30:30 Wallballs (20, 14)30 KBS (70, 53)600 Meter Run*One athlete works at a timeL3: (53, 35)L2: (14, 10) (45, 25)L1: (10, 8) (35, 25 Russian Swings)Alternate Scaling Options:600m Run = 750m Row, 90s Bike or Ski Erg",6.061,"6+61","Rounds + Reps","","[{""rnds"":6,""reps"":61}]","",SCALED,
01/29/2018,"Overhead Squat 1x3","QoD: What inanimate object would be the most annoying if it played loud upbeat music while being used?- Strength: Overhead Squat 3RM. Build to a challenging set of 3 or 3RM in 6-7 sets. If youre not comfortable increasing load work on perfecting your technique.Overhead Squat for load: #1: 3 reps1) Overhead Squat: 3RM. Rest 2:00.- 6-7 sets progressively adding weight each set.- Beginner: Perform sets of 5 adding weight if form permits.2) Warm-up Deadlifts and Wallballs",145,"145","Load","Overhead Squat","[{""success"":true,""load"":145}]","",RX,
01/29/2018,"Dead Ball V2","- Metcon: This workout is very challenging, but should each round should be able to be done 5/5 and 10/10 for deadlift/wallball. Find a pace and sustain it even if that means starting slow. 70-80% for the first 8 minutes and then 90-100% effort for the last 2 minutes. Try to beat your previous score if you have one. Last done 10/30""Dead Ball V2""AMRAP 10:10 Deadlifts (225, 155)20 Wallballs (20, 14)L3: (185, 125)L2: (155, 105) (14, 10)L1: (135, 95) (10, 8)*Compare to 4/7, 7/10 & 10/30",4.012,"4+12","Rounds + Reps","","[{""rnds"":4,""reps"":12}]","",RX,
01/31/2018,"STRENGTH/SKILL","QoD: What weird food combinations do you really enjoy?- Strength: Superset of DB Bench/Banded Pulldowns. The purpose of this is work tricep group/lats/rhomboids. All sets should be challenging.1a) DB Neutral Grip Bench Press: 4 x 8, AHAP. Rest 60s.1b) Banded Pulldowns: 4 x 15. (1 count on each rep at bottom). Rest 60s.2) Hang Power Clean + S20H: Take 3 sets to warm-up for Metcon perform 3 Hang Power Cleans + 3 S20H w. desired Metcon weight. Rest 60-90s.",50,"50","Load","","[{""success"":true,""load"":50},{""success"":true,""load"":50}]","",RX,
